0	1
0	107
1	95
1	2
2	6
2	3
3	7
3	85
4	197
5	4
6	260
7	37
7	6
8	30
9	281
10	15
10	13
11	272
11	31
11	49
12	274
12	233
14	13
14	15
15	16
16	11
17	35
17	18
18	169
18	213
18	17
19	236
19	269
20	158
20	19
22	52
22	112
23	104
23	102
24	221
24	23
25	64
25	34
26	32
26	82
27	277
27	153
28	162
28	270
29	30
29	10
30	183
31	46
31	11
32	26
33	81
33	32
34	58
34	60
35	63
35	17
35	198
36	37
36	260
37	251
38	209
38	224
39	138
39	121
40	39
40	124
41	40
42	200
42	181
43	99
43	211
44	52
45	187
45	297
46	189
47	77
48	273
48	264
49	296
49	263
50	263
50	45
51	98
51	234
52	53
53	103
53	51
54	88
54	202
56	206
57	58
58	59
58	33
59	25
60	57
61	25
61	76
62	61
62	65
63	64
63	34
64	67
64	90
65	66
65	28
66	242
66	246
67	71
67	17
68	167
68	90
69	73
69	173
70	174
70	69
71	208
72	168
72	68
73	199
73	106
74	133
74	130
75	137
76	205
77	216
77	42
78	179
79	244
79	28
79	66
80	128
81	275
82	214
82	81
83	82
84	193
84	94
84	228
85	195
85	192
86	87
87	22
87	203
88	194
89	91
89	166
89	23
90	61
90	65
91	258
91	27
92	239
92	20
93	261
93	118
94	55
95	97
96	0
97	44
97	96
98	222
99	234
99	100
99	98
100	50
101	222
101	103
102	101
102	54
103	54
104	105
104	38
105	104
105	171
106	70
107	196
108	107
108	1
109	36
110	109
110	279
111	226
112	95
112	3
113	267
113	195
114	115
114	92
115	151
115	116
116	157
116	115
117	155
117	116
118	230
118	155
118	93
119	114
119	243
120	122
120	39
121	124
122	243
122	120
122	248
123	129
124	121
125	257
125	138
126	127
127	255
129	123
129	41
130	75
130	131
131	130
131	133
132	131
132	75
133	48
134	47
134	259
135	231
136	134
136	137
137	47
138	238
139	80
139	293
140	303
140	125
141	148
141	255
142	293
144	143
144	245
145	146
145	147
146	257
146	302
147	142
148	126
148	145
149	27
149	258
150	149
150	268
151	150
151	152
152	151
153	117
153	154
154	155
154	261
155	154
155	118
155	117
155	156
156	155
157	241
157	119
157	116
158	159
158	163
159	158
159	19
160	161
160	159
161	162
161	163
162	207
163	207
163	161
164	270
165	271
165	24
166	186
166	221
167	168
167	67
168	167
168	71
169	70
170	169
170	213
170	171
171	170
171	24
172	191
173	180
173	199
174	173
174	198
175	190
175	78
176	200
176	184
177	299
178	177
179	172
180	179
180	175
181	56
182	42
183	10
184	185
184	176
184	190
185	57
185	286
186	207
186	164
187	96
187	44
188	263
188	212
189	16
190	252
190	184
191	211
191	217
192	112
192	86
193	84
193	7
193	85
194	223
196	5
196	197
198	253
198	35
198	252
199	172
200	42
200	176
200	78
201	88
202	204
202	201
203	204
203	201
204	22
205	215
205	144
207	91
208	213
208	165
208	271
209	105
209	106
210	135
211	265
211	100
212	188
213	170
213	18
213	208
214	275
215	214
215	83
216	220
216	219
217	224
217	209
218	182
219	210
220	218
221	186
221	271
222	38
223	89
223	102
224	43
225	176
225	200
226	298
227	183
228	280
228	84
229	94
229	84
229	228
230	118
231	233
231	274
232	113
233	9
234	50
235	178
235	294
236	140
236	238
237	249
237	247
238	20
238	239
239	301
240	243
240	114
241	157
242	244
243	122
243	119
243	241
244	79
244	80
244	236
245	62
246	143
246	245
247	242
248	122
250	36
251	280
251	110
252	253
252	190
252	198
253	60
254	302
255	127
255	256
255	141
256	255
257	146
257	126
258	149
258	92
259	135
259	292
260	5
260	108
261	93
261	113
261	262
262	267
262	86
263	265
264	191
264	132
265	295
266	12
266	48
267	192
268	150
269	79
269	160
270	72
271	164
271	221
271	208
272	266
273	11
273	272
274	136
274	74
275	76
275	59
276	218
276	283
277	194
277	278
278	277
279	21
279	280
280	228
280	279
281	282
282	210
282	283
283	219
283	220
284	291
284	281
285	178
286	289
286	57
287	288
288	287
288	294
289	288
289	286
290	291
291	276
291	290
292	259
293	139
294	225
295	264
295	296
296	273
297	0
298	297
298	188
299	289
299	177
300	301
301	240
301	300
302	146
302	254
302	303
303	139
303	302
