0	251
0	53
1	23
1	202
2	11
2	62
3	273
3	119
4	246
4	201
5	52
5	187
6	20
6	7
7	102
7	176
7	6
8	75
8	73
9	191
9	8
10	37
10	19
11	2
11	17
11	28
11	60
12	68
12	164
12	267
13	227
13	234
14	96
14	244
15	218
15	203
16	145
16	144
17	11
17	28
18	59
18	17
19	31
19	33
20	36
20	6
20	165
21	174
21	194
22	167
22	114
23	121
23	171
25	54
26	71
28	118
29	172
30	31
31	32
31	18
32	10
33	30
34	10
34	49
35	34
35	38
36	37
36	19
37	40
37	70
38	39
38	14
39	205
39	208
40	44
40	6
41	100
41	70
42	46
42	106
43	107
43	42
44	173
45	101
45	41
46	166
46	77
47	82
47	79
48	89
49	170
50	224
50	119
52	186
52	29
54	181
54	22
55	112
56	57
56	209
57	58
58	213
58	250
58	93
59	247
60	177
60	59
61	2
61	60
62	169
62	66
63	183
63	94
64	189
64	272
65	221
65	263
66	183
66	180
67	66
67	3
68	12
68	156
68	234
69	99
69	8
70	34
70	38
71	192
72	192
72	74
73	72
73	27
74	27
75	76
75	21
76	75
76	104
77	43
78	56
79	48
79	80
80	79
80	82
81	80
81	48
83	25
83	229
84	200
85	5
86	117
86	87
87	117
88	83
88	89
89	25
90	219
91	206
92	91
92	207
93	214
93	216
93	94
93	58
94	95
94	63
94	93
95	94
95	211
97	244
98	245
98	9
99	150
99	191
100	101
100	40
101	100
101	44
102	43
103	102
103	176
103	104
104	103
104	9
105	152
106	113
106	166
107	106
107	165
108	151
108	55
109	167
109	148
110	276
111	110
112	105
113	112
113	108
114	29
114	115
115	186
116	22
116	115
118	50
118	220
119	50
119	196
120	1
120	224
121	120
121	51
122	51
122	121
123	127
124	123
124	132
124	128
125	231
125	140
125	139
126	127
127	123
127	126
127	155
127	242
128	228
128	124
128	143
129	230
130	274
130	132
130	133
131	130
131	138
131	139
132	124
132	130
132	139
133	134
133	130
133	135
134	147
134	133
134	136
134	136
135	274
135	136
136	134
136	134
136	137
136	135
137	153
137	154
137	136
138	133
138	131
139	131
139	125
140	125
141	142
141	159
141	161
141	162
142	141
142	160
142	143
143	128
143	142
143	239
144	221
144	16
144	67
145	123
145	132
146	145
146	16
147	134
148	149
148	109
148	151
149	30
149	256
150	97
151	225
151	148
152	182
153	137
154	137
155	243
155	127
155	157
155	242
156	68
157	155
158	162
159	141
159	160
159	238
160	142
160	239
160	159
161	141
162	158
162	236
162	141
163	164
163	199
164	163
164	12
165	226
165	20
165	225
166	105
167	22
167	109
167	55
168	277
168	190
169	119
169	3
170	178
170	92
171	87
172	171
172	23
173	176
173	98
173	245
174	76
174	77
175	84
176	103
176	7
176	173
177	247
178	177
178	61
179	215
179	15
180	217
181	188
181	185
182	194
182	174
183	180
183	63
184	116
185	175
186	187
186	52
187	222
187	254
188	184
190	233
191	150
191	245
192	21
193	69
193	73
194	24
195	109
195	167
196	210
196	273
197	64
198	211
199	275
199	163
200	201
200	246
201	0
202	111
202	265
203	212
203	209
204	92
206	204
206	218
207	35
208	91
208	207
209	205
210	168
211	198
212	213
212	57
213	179
214	93
215	179
216	93
217	218
217	15
218	61
218	204
219	57
219	250
220	118
221	268
221	144
222	85
223	122
223	171
224	50
224	1
225	226
225	151
225	165
226	33
228	230
228	239
229	84
229	262
230	129
230	231
231	124
231	230
232	152
232	81
233	190
233	277
234	235
234	13
234	68
235	234
236	238
236	162
236	237
237	236
238	236
238	159
238	264
239	160
239	143
239	228
240	128
240	241
241	240
242	240
242	155
243	155
244	45
245	97
245	191
245	173
246	88
246	47
247	49
247	32
248	184
248	253
249	5
249	86
250	95
250	219
251	252
252	175
252	253
253	185
253	188
254	261
254	251
255	111
256	259
256	30
257	258
258	257
258	265
259	258
259	256
260	261
261	248
261	260
262	229
263	67
263	144
264	238
265	195
266	232
267	269
267	268
267	12
268	267
268	221
270	268
271	168
271	65
272	271
273	210
273	263
273	67
274	135
274	146
275	197
275	199
276	259
276	110
277	272
277	189
