0	22
1	5
2	1
2	10
2	6
3	35
3	18
3	17
4	5
5	1
5	4
5	26
5	42
6	33
6	2
6	21
7	34
8	44
8	10
8	11
9	8
9	16
9	17
10	2
10	8
10	17
11	12
11	8
11	13
12	24
12	11
12	14
12	14
13	44
13	14
14	12
14	12
14	15
14	13
15	25
15	14
16	11
16	9
17	9
17	3
18	3
19	20
19	29
19	31
19	32
20	19
20	30
20	21
21	6
21	20
21	39
22	1
22	10
23	22
23	0
24	12
25	15
26	43
26	5
26	27
26	42
27	26
28	32
29	19
29	30
29	38
30	20
30	39
30	29
31	19
32	28
32	36
32	19
33	34
33	39
34	7
34	35
35	2
35	34
36	38
36	32
36	37
37	36
38	36
38	29
39	30
39	21
39	33
40	6
40	41
41	40
42	40
42	26
43	26
44	13
44	23
